aboutText,age,caste,city,college,employedIn,height,profileID,religion
"My self retired class one officer of U.P. Government.My eldest daughter is Doctor M.B.B.S./M.D./D.G.O. married & elder son Engg/M.Tech/B.I.T.Ranchi.married.My youngest son in question is very fare/Handsome/Smart & simple by nature,hence we are looking for fare 5ft 2 inchs minimum height,beautifull slim Bride. My wife is pure vegitarian,& rest of us are mixed.The Groom hails from Jamindar family,having residential properties in different cities of u.p.The Bride should be adjusting to live in rural area besides urban areas so that our properties should remain safe.As regards working bride is concerned after marriage depends on both liking there is no fast rule.She should respect & get affection &love  of parrants being youngest in Groome's family.Myself is only son hence I have to look after all belongings.other relations are in India & abroad & are doing well.Being F.I.E. I am attached with the activities of Institution of Engineers India,& running an N.G.O. since 1979 for the wellfare of the society.",35,Kayastha,"Allahabad, Uttar Pradesh, India",,,5ft 9in,allm1333160,Hindu
"Hi, this is sanjay, I am a creative person i.e am an architect ,loves my field vey much as its interesting to work.Worked for reputed firm for nearly 8yrs.Now i m practising own.Looking for good looking, well educated girl.",35,Vokkaliga,"Bangalore, Karnataka, India",,,5ft 11in,banm1030587,Hindu
"hai......... in my family we r 4 members including me. my father is a business man and my mother is a home maker. i have 1 younger brother, he is a  post graduate and working ina firm. ",35,Naidu,"Coimbatore, Tamil Nadu, India","College of Engineering, Anna University",MNC,5ft 7in,coim667415,Hindu
"Hi, I am sincere, hardworking & honest person. I am unmarried. I am living in Ambarnath.  I have completed Diploma & B. Tech in Chemical Engg[Dist. Edu.]. I have done Post Diploma in Petrochemicals also. I am working with a Pvt Ltd. chemical co at Ambarnath MIDC . I like Pets(Dogs). My hobbies r listening music, watching & playing cricket and interested in politics. Joint family : 1 brother working as a EDP Officer in Co. op Bank, Father retired from SemiGovt. org. as a F. A. & C. A. O. , Mother retired from Bank. We r having our own house accompained with our Uncels family on 1st floor. Elder Uncle lives at Badlapur (presently living with us).",35,Brahmin - Kokanastha,,,Private Sector,5ft 6in,mumm363073,Hindu
i need a gud decent lovely modern outlook working girl wo can play hard and work hard care my emption and passion. who will alway support me and my family reltionship,35,Khandayat,"Baleswar, Orissa, India",,,5ft 9in,balm936511,Hindu
I am a very freeminded adventureous person always smileing  and like to live with my friends and my families. Working as a partner in a construction company in the field of Telecommunication all over India.,35,Kashyap,"Guwahati, Assam, India",Other General University,Others,5ft 8in,guwm509742,Hindu
Hi i am purohit worke.My life is moure happy in you coming and i am wating for trditional family.I lerenres to stundes vaeda mantrs and cllass god incom bay,35,Brahmin - Havyaka,"Mysore, Karnataka, India",,,5ft 2in,mysm1012081,Hindu
"I like to be myself.
I love music .
I love to take life as it comes.
i like a down to earth living .
i like Indian culture.
I Like nice humour and sharing a joke or two with humorous people",35,Others,"Margao, Goa, India",,,5ft 7in,marm1362609,Christian
"Hari is an optimist, positive thinker, passionate about growth and success with an attitude to achieve great things.  He is a cheerful, contemporary and friendly person to know.  He is hardworking, ambitious and has strived to create one of the most successful property development company in Andhra Pradesh, India.   His natural strength lies in his ability to give individual space to partners and team members in both Personal and Professional circles.",35,Kamma,"Hyderabad, Andhra Pradesh, India",,,5ft 10in,hydm1350339,Hindu
"My father is from Kannur & mother Palghat settled for the last 50 years in Mumbai.  I have one sister married and setteld in Thane.  My father retired & mother is working in Western Rly., Churchgate.   Mine is a Sudhajadhakam and the stars matching are Ashwati, Kartika, Rohini, Thiruvathira, Punartham, Magam, Uthram, Atham, Choti, Vishakam, Uthrada & chatayam",35,Khatri,"Mumbai, Maharashtra, India",,MNC,5ft 3in,mumm1291692,Hindu
"I am Builders .hardworking person  belong to well cultured, moderate and religious and good  family back ground.  I have 3 brothers one brothers Elc. engineers ",35,Others,"Nagpur, Maharashtra, India",,,5ft 6in,nagm942985,Muslim
"I m very simple person enjoy every moment of my life. I am very down to earth.simple living high thinking and Iworked very hard to achive my targets.
",35,Mahendra,"Delhi, Delhi, India",,,6ft 3in,delm920585,Hindu
"As salaamailaikum, i am Zahid, i belongs to reputed and respectable family of dehradun. i did my schooling, graduation and post graduation here and currently working in MNC (LG Electronics). I am decent, loyal, loving, cairing and have a beautiful heart guy with a plesent personality. I respect and love our family, i give due importance to my parents decisions. 
I am socially and people oriented person who can be a caring partner.
My Job: Currently working with an MNC (LG Electronics) as a IT System Administrator.   thanks",35,Sunni,"Dehradun, Uttaranchal, India",,MNC,5ft 9in,dehm160542,Muslim
"should be fresher homely girl require
hight will be 5`3"" Slim & clean face 
she shall be obedient & faithfull to our mother doing well house wife dutyes   
",35,Khatri,"Varanasi, Uttar Pradesh, India",,,5ft 6in,varm1341290,Hindu
"I am a Marketing Professional,a mid level manager,a man of 35 years, well built person. I was born a bengali, but later on took academic training in Urdu, to enhance my command over Hindi,i speak smooth Hindi, Urdu, English and off course Bengali. Life style: I am a non veg, over the years i have mastered superb cooking of varieties ranging from North Indian dishes to South Indian curries and Mughlai cuisine like Qurma,tandoori,Desserts etc. Very open hearted i have no qualms about what style or what attire my partner would wear,or what she eats or drinks.I live alone from my family in Calcutta for job reasons in an aprtment in Delhi. I prefer a Hindi speaking/reading/writing Partner as my future lies in the Hindi speaking belts of India. I have no resrvations for a Bengali partner, she is welcome from any languages but has command over hindi. Knowing bengali will be advantage in communicating with In-Laws.
Education: An LLB, MBA Full time First Class,interest in various subjects accross disciplines.
Family: Father..retired small scale businessman, Mother..retired Lawyer, Sister Teacher..married in Calcutta. 
",35,Bengali,"Delhi, Delhi, India",,Private Sector,5ft 7in,delm772289,Hindu
"hi, i am vaibhav i am govt. employee, newly i open a sheeping company with my last sheeping company boss. my brother married he stay seprate, sister married she stay africa in lagos.",35,Chambhar,"Mumbai, Maharashtra, India",,State Government,5ft 6in,mumm979468,Hindu
" Hi, my son is an easy going individual, working for one of the leading Life Insurance company as a Training Manager. He is youngest in my family; both elder sisters are married and well settled. I am a retired academician and bureaucrat and my wife is house wife. 
Looking for a Girl, should be basically a Science/Pharmacy graduate, exceptionally good at written and spoken English and prepared to migrate in any foreign country. Since we strictly adhere to old family values we expect the girl to adjust herself in a joint family. ",35,Brahmin - Saryuparin,"Ahmedabad, Gujarat, India",,Private Sector,5ft 11in,ahem893485,Hindu
I am simple living man employed in Railway as Depot material Supptd in Patna. My Parants livce at Jehanabad About 50 Kms South from Patna.My younger brother is an engg. in BSNL at Jehanabad,35,Kayastha,"Jehanabad, Bihar, India",,,5ft 4in,patm477970,Hindu
"hai,am sreejith, my family 4 members.My father,mother me and my brother.Father is a retd:forest officer mother is house wife and my brother is studing in pg course. We would like simple,very lovible,good family values and a innocent girl",35,Ezhava,"Pathanamthitta, Kerala, India",,,5ft 7in,patm1339241,Hindu
" HI. ME ACTUALY VERY COOL IN LIFE. LOVE TO LIVE SIMPLE LIFE WITH FAMILY. IN SERVICE OVER 8 YEARS AT A PRIVATE ORG. ME VERY MUCH DOWN TO EARTH. LIFE TEACH SO MANY THINGS TO SHAPE MYSLF AS A CARING , SHARING & RESPONSIBLE PERSON. PASSED OUT FROM RAHARA RAMKRISHNA MISSION , GRADUATE FROM CALCUTTA UNIVERSITY & MBA FROM NIM...................... ",35,Namasudra,"Kolkata, West Bengal, India",,Private Sector,5ft 3in,kolm971443,Hindu
"i am simple. my father retd govt staff.mother house wife.1 sister married. i am happy & jovial ,adjustable person.                                     ..",35,Others,"Tirunelveli, Tamil Nadu, India",,,5ft 5in,tirm980965,Muslim
"my self  DR AZIM JAVED KHAN .i  m homoeo cunsultant.run homoeo clinic i m very caring guy who r live in  bhopal and want sach partner who loving caring .
'",35,Others,"Bhopal, Madhya Pradesh, India",,Others,5ft 8in,bhom1290622,Muslim
"Hi,i'm simple,cool,easygoingkindhearted,looking 4 an ideal match..a next door type of girl..with a blend of modern & traditional values..
only gueinine & sincere responses please..",35,Scheduled Caste,"Mysore, Karnataka, India",,State Government,5ft 9in,mysm852026,Hindu
"Done B.A.M.S. from pune, then M.S.(GEN. SURG.) from karnataka.. presently working as Ayurveda Expert in Central Council of Indian Medicine,Ministry of Health &FW,Govt. of India.Also guest lecturer in Ayurved Medical College.. own nursing home under consruction in delhi.. business family background..",35,Arora,"Delhi, Delhi, India",,Private Sector,5ft 10in,delm603662,Hindu
